Probe_ID,M,U,col
cg25071551,NA,61624955,NA
cg25072946,NA,76772484,NA
cg25073174,NA,97744291,NA
cg25073742,NA,61716906,NA
cg25074367,NA,90672944,NA
cg25074420,NA,69787261,NA
cg25074583,NA,85695951,NA
cg25074794,97731533,86716251,R
cg25075039,NA,65799949,NA
cg25076651,NA,6652566,NA
cg25078366,76760452,31780175,R
cg25080210,NA,88675317,NA
cg25080313,NA,26672954,NA
cg25080417,NA,76740189,NA
cg25081893,87708850,76796849,R
cg25081986,NA,15641175,NA
cg25082847,NA,80692930,NA
cg25085038,NA,2641175,NA
cg25086261,NA,90777594,NA
cg25087429,NA,15699947,NA
cg25087729,NA,44710871,NA
cg25088877,NA,91657869,NA
cg25089090,NA,76652425,NA
cg25089365,NA,34653220,NA
cg25091185,NA,59694200,NA
cg25092086,NA,2604947,NA
cg25092328,NA,88691820,NA
cg25093813,NA,71786834,NA
cg25096561,NA,5672930,NA
cg25097089,NA,19686957,NA
cg25097115,NA,88784894,NA
cg25098139,NA,79767898,NA
cg25098197,NA,43669243,NA
cg25100008,NA,44739885,NA
cg25100031,91733169,66741276,G
cg25100525,NA,29741972,NA
cg25101569,NA,5609434,NA
cg25101936,NA,89796970,NA
cg25102549,NA,87717339,NA
cg25102951,NA,5729313,NA
cg25103161,NA,68776917,NA
cg25103679,NA,78646337,NA
cg25103781,NA,93627963,NA
cg25103798,NA,97664286,NA
cg25104121,NA,71723561,NA
cg25104938,NA,97661234,NA
cg25105555,NA,73731980,NA
cg25107566,NA,97611138,NA
cg25107978,NA,76603571,NA
cg25108269,NA,91717830,NA
cg25109181,NA,65616925,NA
cg25111256,NA,19758858,NA
cg25111516,NA,85606285,NA
cg25112002,NA,60662882,NA
cg25112368,NA,61714598,NA
cg25113022,NA,54788820,NA
cg25113128,NA,90779931,NA
cg25113573,26760162,95801392,G
cg25114632,NA,45704943,NA
cg25115601,NA,81615125,NA
cg25116344,NA,70796116,NA
cg25117614,NA,9652402,NA
cg25118146,NA,5737883,NA
cg25118671,NA,3652113,NA
cg25120213,NA,24689870,NA
cg25121110,NA,4607496,NA
cg25121905,NA,97697555,NA
cg25125621,NA,79743903,NA
cg25126076,NA,2639189,NA
cg25126226,NA,97774906,NA
cg25126385,NA,85674448,NA
cg25126456,NA,19687295,NA
cg25127022,NA,44604820,NA
cg25127336,NA,44668925,NA
cg25127383,NA,2713392,NA
cg25127532,NA,77700872,NA
cg25127912,NA,76608337,NA
cg25128794,NA,82790822,NA
cg25130381,88643528,15689931,R
cg25131378,NA,61780956,NA
cg25131632,44777952,76664370,R
cg25133344,76789106,5621898,G
cg25133471,NA,90706869,NA
cg25133517,NA,19606877,NA
cg25133549,NA,58649553,NA
cg25135002,NA,26806557,NA
cg25135154,NA,29741276,NA
cg25135555,NA,37730820,NA
cg25135889,NA,95627879,NA
cg25136687,NA,69784209,NA
cg25136868,NA,9668597,NA
cg25136875,NA,70798834,NA
cg25137016,68634214,98810571,G
cg25137590,NA,10610139,NA
cg25139089,NA,68724907,NA
cg25139325,NA,9787540,NA
cg25140607,NA,19758104,NA
cg25140691,NA,12725929,NA
cg25141226,NA,84711121,NA
cg25143470,NA,99778868,NA
cg25147090,NA,63656906,NA
cg25148254,NA,7701211,NA
cg25148482,NA,25770233,NA
cg25148589,NA,5781523,NA
cg25149191,NA,76603545,NA
cg25149527,NA,64713162,NA
cg25149789,NA,88664855,NA
cg25150443,NA,13618858,NA
cg25150799,NA,81725437,NA
cg25151942,NA,26604282,NA
cg25152909,NA,90615100,NA
cg25155468,NA,8674551,NA
cg25156086,NA,86805885,NA
cg25157454,NA,43787265,NA
cg25159610,51780540,45766868,R
cg25160217,NA,6772102,NA
cg25161175,NA,58617821,NA
cg25161386,NA,60777599,NA
cg25161425,NA,67759927,NA
cg25162272,NA,90810837,NA
cg25162348,NA,93795267,NA
cg25162386,43746561,94694276,R
cg25162581,NA,34781553,NA
cg25163263,NA,81624537,NA
cg25164800,NA,20685247,NA
cg25165498,NA,97640473,NA
cg25166682,NA,9685222,NA
cg25166896,NA,51778876,NA
cg25167058,NA,5757346,NA
cg25168196,NA,81719338,NA
cg25168580,10798599,71625292,G
cg25169542,NA,44699186,NA
cg25171965,NA,82796171,NA
cg25172570,NA,86723591,NA
cg25173429,NA,8807861,NA
cg25174758,NA,90635528,NA
cg25176170,NA,44753534,NA
cg25176901,NA,9655949,NA
cg25179135,NA,93733921,NA
cg25179208,NA,70784553,NA
cg25179399,NA,75746867,NA
cg25179576,NA,88706504,NA
cg25180674,NA,4803434,NA
cg25181542,NA,13799255,NA
cg25183962,NA,61692935,NA
cg25184118,NA,1725281,NA
cg25184464,NA,86731375,NA
cg25184738,NA,5751379,NA
cg25186313,NA,67809219,NA
cg25186317,NA,9758123,NA
cg25187268,NA,28710861,NA
cg25189840,NA,51770566,NA
cg25190339,NA,68799223,NA
cg25194110,NA,5640918,NA
cg25194481,NA,63746171,NA
cg25194944,NA,98700945,NA
cg25195334,NA,2633903,NA
cg25195795,NA,91654460,NA
cg25196836,NA,9666311,NA
cg25197929,NA,18796169,NA
cg25198616,NA,11647520,NA
cg25199013,NA,86668575,NA
cg25199827,NA,87681549,NA
cg25200003,NA,30767879,NA
cg25200027,NA,40719853,NA
cg25201652,NA,76643397,NA
cg25202471,NA,13739879,NA
cg25204951,NA,43666111,NA
cg25205034,NA,90746348,NA
cg25205720,NA,70787879,NA
cg25208067,NA,55743969,NA
cg25209681,NA,81743365,NA
cg25209700,NA,26729125,NA
cg25209900,NA,68707951,NA
cg25210084,4798554,86603349,G
cg25210423,NA,38729952,NA
cg25210850,NA,52672115,NA
cg25211765,NA,40754256,NA
cg25212682,63656580,68725183,R
cg25214099,NA,2689365,NA
cg25215327,NA,53810826,NA
cg25217357,NA,5617520,NA
cg25217583,NA,20602922,NA
cg25217825,NA,58772958,NA
cg25220579,NA,66628922,NA
cg25226813,NA,93710822,NA
cg25228765,NA,6637494,NA
cg25229850,NA,76733188,NA
cg25229964,NA,76734497,NA
cg25230010,NA,9801422,NA
cg25231515,NA,42743562,NA
cg25231972,NA,6631380,NA
cg25235127,NA,67675227,NA
cg25235205,NA,97757504,NA
cg25235409,NA,53701180,NA
cg25236676,NA,3602321,NA
cg25236972,99642482,3794109,R
cg25237345,NA,60627879,NA
cg25237839,NA,76749135,NA
cg25238025,NA,99690847,NA
cg25239681,NA,89784949,NA
cg25241242,NA,67690207,NA
cg25242181,6745440,76799907,R
cg25242595,NA,9711591,NA
cg25242626,NA,19609886,NA
cg25243958,NA,3707433,NA
cg25244901,NA,89624863,NA
cg25244980,NA,92799555,NA
cg25245209,NA,65711183,NA
cg25245896,16781281,53760965,G
cg25246309,NA,94696315,NA
cg25246733,NA,28632175,NA
cg25248530,NA,9794151,NA
cg25248596,NA,99612536,NA
cg25249359,NA,61609258,NA
cg25249425,NA,93683420,NA
cg25249632,NA,75725888,NA
cg25249642,NA,90622250,NA
cg25250067,NA,98730223,NA
cg25251375,NA,92706569,NA
cg25251635,NA,30732820,NA
cg25251845,NA,61771870,NA
cg25253213,NA,76637270,NA
cg25254739,NA,9712448,NA
cg25255034,NA,49787949,NA
cg25255728,NA,80661203,NA
cg25256723,NA,76600415,NA
cg25257390,NA,21712975,NA
cg25258174,NA,88609577,NA
cg25259085,NA,61659128,NA
cg25259119,90733388,80705553,R
cg25260782,NA,68795880,NA
cg25260948,NA,43716224,NA
cg25265138,NA,97604231,NA
cg25265146,NA,65639220,NA
cg25266160,NA,86734151,NA
cg25266356,NA,15705116,NA
cg25268091,NA,2668351,NA
cg25269267,8802122,31773955,R
cg25269677,NA,58623927,NA
cg25269710,NA,51665166,NA
cg25269791,NA,70626879,NA
cg25272488,NA,26654247,NA
cg25273233,NA,4722830,NA
cg25273516,NA,90636377,NA
cg25275715,NA,48744223,NA
cg25275716,40681276,17622179,G
cg25276324,NA,99760151,NA
cg25276326,NA,80801468,NA
cg25276406,NA,49787135,NA
cg25276543,NA,3603585,NA
cg25277922,NA,10724537,NA
cg25278124,NA,51667861,NA
cg25278451,NA,96645492,NA
cg25278465,NA,9803102,NA
cg25278470,NA,48681139,NA
cg25279235,NA,41698292,NA
cg25279873,NA,75774932,NA
cg25280609,NA,61643223,NA
cg25280906,NA,6743275,NA
cg25281241,NA,76802505,NA
cg25282581,NA,67787893,NA
cg25283972,NA,49712154,NA
cg25285086,NA,49701116,NA
cg25285123,NA,4639400,NA
cg25285936,NA,64767820,NA
cg25289028,NA,10656239,NA
cg25290081,NA,75643231,NA
cg25291023,35768886,4675422,R
cg25291190,NA,41782295,NA
cg25291437,NA,61748285,NA
cg25291768,NA,88719903,NA
cg25294091,NA,35772174,NA
cg25295401,NA,95799848,NA
cg25295558,NA,19614929,NA
cg25296072,NA,88740402,NA
cg25296099,NA,75685353,NA
cg25296103,NA,40760858,NA
cg25296288,NA,94725567,NA
cg25297228,NA,63677211,NA
cg25297923,NA,15667553,NA
cg25298864,NA,59802531,NA
cg25300034,9704349,76668863,G
cg25301626,NA,3778107,NA
cg25302064,NA,63699253,NA
cg25302115,NA,24799583,NA
cg25302398,NA,9778455,NA
cg25303326,NA,2720288,NA
cg25303549,NA,97802444,NA
cg25304096,NA,85663298,NA
cg25304608,NA,35643885,NA
cg25306428,NA,3809355,NA
cg25307053,NA,20740524,NA
cg25308354,4685881,8754496,R
cg25309503,NA,24704821,NA
cg25310556,NA,43697899,NA
cg25310719,NA,60700522,NA
cg25310740,NA,40763980,NA
cg25310787,NA,82700581,NA
cg25311718,NA,54692147,NA
cg25313343,NA,43712534,NA
cg25317101,NA,82719403,NA
cg25317453,NA,76729821,NA
cg25317526,NA,82678496,NA
cg25318312,NA,72753537,NA
cg25320313,NA,26710879,NA
cg25320443,NA,66746873,NA
cg25321313,NA,85697599,NA
cg25322213,NA,51715174,NA
cg25322223,55667197,89753955,R
cg25322867,NA,98768436,NA
cg25323201,NA,76609847,NA
cg25323435,NA,62624250,NA
cg25323457,NA,64707880,NA
cg25325269,NA,9739171,NA
cg25325909,NA,61787839,NA
cg25326740,NA,79755242,NA
cg25326872,NA,19633247,NA
cg25326950,NA,71741877,NA
cg25327134,NA,6609216,NA
cg25327462,NA,21603847,NA
cg25330012,NA,45726171,NA
cg25331358,96744194,75690496,G
cg25331498,NA,44782229,NA
cg25332194,NA,94774255,NA
cg25332315,NA,58719106,NA
cg25332718,NA,89739158,NA
cg25332734,NA,79802130,NA
cg25333595,NA,5601320,NA
cg25334215,NA,68724977,NA
cg25334798,NA,81647877,NA
cg25335753,NA,32640267,NA
cg25336906,NA,60732963,NA
cg25337298,NA,41747954,NA
cg25337341,89604422,93637419,R
cg25337652,NA,9710309,NA
cg25338102,NA,76741915,NA
cg25338252,NA,88669180,NA
cg25338703,NA,75764476,NA
cg25338834,NA,71771855,NA
cg25338994,NA,27675848,NA
cg25339883,NA,68725133,NA
cg25340680,NA,58749226,NA
cg25341423,NA,87642295,NA
cg25342267,NA,31712233,NA
cg25343081,NA,79754249,NA
cg25343339,NA,30776841,NA
cg25343690,NA,87717288,NA
cg25344301,NA,49702236,NA
cg25348281,NA,9786348,NA
cg25348293,NA,40618288,NA
cg25349135,NA,75770391,NA
cg25349226,11734275,94737239,R
cg25350245,NA,6730437,NA
cg25350872,53711922,97792929,R
cg25352702,NA,78664233,NA
cg25352707,NA,75778386,NA
cg25354219,NA,19735876,NA
cg25354602,NA,19704980,NA
cg25354714,NA,79608903,NA
cg25354760,NA,71781827,NA
cg25355504,NA,92670467,NA
cg25356107,NA,14794933,NA
cg25356214,NA,97640496,NA
cg25356878,NA,90622232,NA
cg25356922,NA,13617114,NA
cg25357376,NA,5689238,NA
cg25359492,7713309,46788104,R
cg25359553,NA,76616901,NA
cg25360988,NA,9697363,NA
cg25361778,NA,93807593,NA
cg25361894,99805520,3654419,R
cg25362349,34792280,75775292,G
cg25362942,NA,55755218,NA
cg25362948,NA,99782467,NA
cg25363348,NA,75713311,NA
cg25363406,NA,52624553,NA
cg25364055,NA,71752848,NA
cg25365217,NA,98618166,NA
cg25366257,NA,97681599,NA
cg25366494,NA,44669908,NA
cg25368206,NA,66611876,NA
cg25368802,NA,97703110,NA
cg25369173,NA,54800933,NA
cg25369687,NA,11605298,NA
cg25370017,NA,88782557,NA
cg25373484,NA,51690593,NA
cg25374009,NA,58638880,NA
cg25375152,NA,99630247,NA
cg25375926,30705877,99632342,R
cg25376216,NA,2716940,NA
cg25377280,NA,97713381,NA
cg25379954,NA,37624903,NA
cg25380047,NA,72804880,NA
cg25381383,NA,90693584,NA
cg25382102,72607953,11710949,G
cg25382652,NA,80657124,NA
cg25383386,NA,35743147,NA
cg25383568,91637975,53758538,G
cg25383609,NA,96635391,NA
cg25383995,68735233,50737282,R
cg25387936,NA,2790587,NA
cg25388778,NA,25666142,NA
cg25389666,NA,51774980,NA
cg25389956,NA,57723145,NA
cg25390320,NA,16749905,NA
cg25392006,NA,9652499,NA
cg25392099,NA,76724189,NA
cg25392359,40713929,60688255,R
cg25393402,NA,3784196,NA
cg25394590,NA,76749881,NA
cg25395799,90780933,93668348,R
cg25396743,NA,67642293,NA
cg25397176,NA,98723429,NA
cg25397773,NA,71692222,NA
cg25398727,NA,86775369,NA
cg25398855,19755912,45640920,R
cg25399166,NA,52799826,NA
cg25400234,NA,40770227,NA
cg25400358,NA,88637534,NA
cg25401456,NA,50682573,NA
cg25402449,NA,23694552,NA
cg25403668,NA,62704951,NA
cg25403836,NA,91754867,NA
cg25404370,NA,28720197,NA
cg25404477,NA,80737159,NA
cg25405123,NA,68628881,NA
cg25406034,NA,80642244,NA
cg25406138,NA,91696139,NA
cg25408314,NA,76804261,NA
cg25408537,NA,91799362,NA
cg25408698,NA,90626208,NA
cg25408888,NA,81749584,NA
cg25409348,NA,80799949,NA
cg25409532,NA,46616578,NA
cg25409637,NA,60639235,NA
cg25410167,NA,75762386,NA
cg25410668,NA,76787307,NA
cg25410683,NA,10799915,NA
cg25410778,NA,48603102,NA
cg25411330,NA,2716588,NA
cg25411725,NA,99632384,NA
cg25412421,NA,61753527,NA
cg25412607,NA,7771291,NA
cg25414069,NA,19654522,NA
cg25414661,NA,88743507,NA
cg25415204,NA,63796220,NA
cg25415777,NA,76702965,NA
cg25416125,NA,41642194,NA
cg25416668,NA,79804242,NA
cg25417223,NA,68781233,NA
cg25418200,NA,62777894,NA
cg25418850,NA,58609116,NA
cg25420088,NA,10783857,NA
cg25420162,NA,64769977,NA
cg25421636,NA,26789872,NA
cg25422281,NA,71712825,NA
cg25422422,NA,90761226,NA
cg25422966,NA,31685834,NA
cg25423501,NA,89738847,NA
cg25424394,NA,90612297,NA
cg25424749,NA,8614905,NA
cg25424883,NA,42643868,NA
cg25425140,NA,4772256,NA
cg25425221,NA,64754561,NA
cg25426731,NA,81687933,NA
cg25427880,NA,41767115,NA
cg25428451,NA,62779567,NA
cg25428494,NA,79753961,NA
cg25429952,NA,60761859,NA
cg25430089,NA,27798905,NA
cg25430192,NA,88772432,NA
cg25430306,NA,16682130,NA
cg25430489,NA,90645383,NA
cg25431597,NA,3750462,NA
cg25431718,NA,74725138,NA
cg25431896,NA,43737228,NA
cg25436049,NA,12769284,NA
cg25437009,NA,99675371,NA
cg25437099,41617992,89607223,G
cg25438282,60640169,75685127,R
cg25438995,NA,20681583,NA
cg25441162,NA,58725536,NA
cg25441468,NA,95656387,NA
cg25441541,91795477,97664444,R
cg25441591,NA,82803376,NA
cg25444005,NA,51701848,NA
cg25445920,NA,99689461,NA
cg25446773,NA,2603150,NA
cg25448958,NA,92706121,NA
cg25449272,NA,5745453,NA
cg25450199,NA,52755980,NA
cg25450437,NA,90618988,NA
cg25450645,NA,40802553,NA
cg25450666,NA,52707568,NA
cg25450705,NA,69760273,NA
cg25452665,2764553,86795930,G
cg25452671,9699341,5758371,R
cg25453217,NA,5700484,NA
cg25453331,NA,53766861,NA
cg25455370,NA,5770189,NA
cg25455752,NA,38792879,NA
cg25455822,90713879,4632124,R
cg25456335,NA,43703532,NA
cg25456466,NA,45655171,NA
cg25457539,NA,51739954,NA
cg25458616,NA,5665305,NA
cg25459317,NA,51802538,NA
cg25459323,NA,88657335,NA
cg25462075,NA,97710820,NA
cg25463057,NA,47768182,NA
cg25463849,90668461,2751485,R
cg25465769,NA,86666548,NA
cg25466955,NA,98675238,NA
cg25467381,NA,9723249,NA
cg25467635,NA,9639380,NA
cg25467897,87760977,71748256,R
cg25468783,NA,90808370,NA
cg25469813,NA,5688360,NA
cg25470283,NA,51764861,NA
cg25470635,NA,32634821,NA
cg25471194,NA,35790561,NA
cg25472733,NA,59738822,NA
cg25473687,NA,96726233,NA
cg25473870,NA,40746242,NA
cg25473942,NA,84787188,NA
cg25474998,NA,99642937,NA
cg25475466,NA,70775254,NA
cg25475523,NA,2705520,NA
cg25476259,NA,71680952,NA
cg25476308,NA,61809953,NA
cg25476641,NA,75799264,NA
cg25476805,NA,60603188,NA
cg25477155,NA,49681171,NA
cg25477400,NA,76775405,NA
cg25477526,NA,75801398,NA
cg25478614,NA,34653282,NA
cg25479597,NA,7732588,NA
cg25479924,NA,61773222,NA
cg25480877,NA,41653886,NA
cg25482779,NA,58654582,NA
cg25483161,NA,65607906,NA
cg25483422,NA,60629122,NA
cg25483590,NA,97607446,NA
cg25484969,NA,87783303,NA
cg25485747,NA,46799914,NA
cg25486399,NA,34758931,NA
cg25487411,NA,55639171,NA
cg25487430,NA,98697292,NA
cg25488417,NA,9749313,NA
cg25488613,NA,57653906,NA
cg25489080,NA,81692433,NA
cg25490255,93607484,26654953,R
cg25491745,NA,51805286,NA
cg25492254,NA,66754573,NA
cg25493231,NA,95735254,NA
cg25493327,NA,9623292,NA
cg25495150,NA,90764862,NA
cg25495551,NA,88688509,NA
cg25496297,NA,72704292,NA
cg25496747,NA,3758913,NA
cg25496758,90786354,82717207,R
cg25496930,NA,87767128,NA
cg25497826,NA,28789186,NA
cg25498212,3687930,65764116,R
cg25498524,NA,86707404,NA
cg25499530,NA,10602599,NA
cg25499940,NA,80753311,NA
cg25500822,NA,99798288,NA
cg25501955,NA,88656205,NA
cg25502186,NA,87609383,NA
cg25503598,NA,96772977,NA
cg25505610,NA,45710105,NA
cg25506569,NA,67796972,NA
cg25506728,NA,40694582,NA
cg25507917,NA,77736450,NA
cg25508226,NA,76777174,NA
cg25509011,NA,34700861,NA
cg25509719,NA,66604963,NA
cg25509984,NA,90663989,NA
cg25510235,NA,87800345,NA
cg25510520,NA,66625279,NA
cg25510585,NA,2767114,NA
cg25511621,NA,9715251,NA
cg25512912,NA,66725862,NA
cg25513455,NA,86681466,NA
cg25516236,NA,94629279,NA
cg25516331,NA,41710297,NA
cg25516699,NA,93619315,NA
cg25517207,NA,4624885,NA
cg25517295,NA,98758141,NA
cg25517735,NA,92772175,NA
cg25518911,86653582,7713279,G
cg25519108,71635130,90647337,R
cg25520032,NA,75650147,NA
cg25520488,NA,2716928,NA
cg25520529,NA,9757890,NA
cg25520784,NA,93717351,NA
cg25521046,NA,58671895,NA
cg25521400,NA,65716183,NA
cg25521979,NA,26657286,NA
cg25524961,NA,5670868,NA
cg25525511,NA,93805928,NA
cg25527392,NA,91653163,NA
cg25528426,NA,76606437,NA
cg25528515,NA,79640488,NA
cg25528941,26774185,86736901,G
cg25529140,NA,9759284,NA
cg25529610,NA,90795558,NA
cg25530247,NA,5781105,NA
cg25530297,NA,64794594,NA
cg25530799,NA,90754852,NA
cg25531090,NA,70775160,NA
cg25531140,NA,88631409,NA
cg25533209,NA,13725983,NA
cg25533356,NA,98754176,NA
cg25533693,NA,2784125,NA
cg25533774,NA,89661130,NA
cg25533817,NA,92772137,NA
cg25534230,NA,53704940,NA
cg25534242,NA,93703522,NA
cg25535316,NA,8790889,NA
cg25536676,NA,40712901,NA
cg25539758,NA,67652236,NA
cg25539759,NA,92639242,NA
cg25540163,NA,9758851,NA
cg25541666,NA,79632216,NA
cg25542004,NA,88600407,NA
cg25542404,NA,60652288,NA
cg25542419,NA,65770273,NA
cg25543045,NA,51666981,NA
cg25544076,NA,3713175,NA
cg25544551,NA,13748880,NA
cg25544637,NA,4707130,NA
cg25544947,NA,79664367,NA
cg25546779,NA,36799135,NA
cg25547423,63749886,51755542,G
cg25548142,NA,45754822,NA
cg25549238,NA,15764861,NA
cg25551677,NA,56762183,NA
cg25551953,NA,41792880,NA
cg25552492,NA,46777925,NA
cg25553428,NA,6773392,NA
cg25554283,97762194,6629880,R
cg25555088,NA,41729573,NA
cg25555461,NA,47724830,NA
cg25555481,NA,69642543,NA
cg25555910,NA,79629280,NA
cg25556035,NA,60753835,NA
cg25558063,NA,93675461,NA
cg25558559,NA,97745441,NA
cg25558655,NA,6716868,NA
cg25560333,NA,95697504,NA
cg25560850,NA,53762104,NA
cg25561010,NA,5804426,NA
cg25561913,NA,58704552,NA
cg25562107,59652261,6760107,R
cg25563325,NA,87675149,NA
cg25563382,49768580,97807233,R
cg25563495,NA,76751101,NA
cg25564800,NA,98653106,NA
cg25565338,NA,3661861,NA
cg25565481,NA,96607990,NA
cg25565513,76737981,72603870,R
cg25565820,NA,58713832,NA
cg25566585,NA,76725283,NA
cg25567445,NA,90782400,NA
cg25567652,NA,90715553,NA
cg25568239,NA,9697398,NA
cg25568340,NA,80809286,NA
cg25568354,NA,51810114,NA
cg25569421,NA,30784870,NA
cg25569617,NA,64661176,NA
cg25571113,NA,71665937,NA
cg25571914,NA,22796946,NA
cg25572043,NA,8649265,NA
cg25573671,NA,96735366,NA
cg25573807,NA,45790186,NA
cg25573884,NA,64706588,NA
cg25574114,NA,73657830,NA
cg25574355,NA,64742228,NA
cg25575366,NA,68647136,NA
cg25576439,NA,67768870,NA
cg25577821,NA,87794373,NA
cg25578298,NA,36794267,NA
cg25579000,NA,35641181,NA
cg25579186,NA,76723426,NA
cg25579241,NA,3747942,NA
cg25579328,NA,69645561,NA
cg25579908,NA,90730211,NA
cg25580139,NA,68720107,NA
cg25580441,NA,70675233,NA
cg25581768,NA,67685117,NA
cg25582093,NA,4773542,NA
cg25583823,NA,49735868,NA
cg25584626,NA,97681983,NA
cg25584627,NA,36787284,NA
cg25585869,NA,85624189,NA
cg25586275,NA,90732469,NA
cg25587386,NA,26796163,NA
cg25588348,NA,75778596,NA
cg25588975,NA,76720428,NA
cg25590275,NA,9607886,NA
cg25591007,NA,59780985,NA
cg25592264,NA,5645302,NA
cg25592314,NA,76733206,NA
cg25593948,NA,75636205,NA
cg25594287,NA,79716876,NA
cg25594894,NA,87607929,NA
cg25595588,NA,89802140,NA
cg25596825,NA,8725462,NA
cg25597197,NA,88616443,NA
cg25597674,NA,98632977,NA
cg25597949,NA,87637827,NA
cg25598890,NA,85615143,NA
cg25599220,NA,93695869,NA
cg25599673,NA,94717859,NA
cg25600037,NA,49740558,NA
cg25600393,NA,86749579,NA
cg25600562,NA,23627930,NA
cg25600606,NA,47802826,NA
cg25601175,NA,60668986,NA
cg25602148,NA,64607165,NA
cg25602724,NA,97801536,NA
cg25602934,NA,75620464,NA
cg25603344,NA,40740961,NA
cg25603502,NA,59749233,NA
cg25603803,NA,65781573,NA
cg25604445,NA,47725162,NA
cg25605036,NA,76667958,NA
cg25605414,NA,2759471,NA
cg25605731,2611311,3807824,R
cg25607121,76697334,9637940,G
cg25607172,NA,3706191,NA
cg25607727,NA,52719156,NA
cg25607768,61770864,69638262,R
cg25609082,NA,93805582,NA
cg25609270,NA,50653571,NA
cg25609272,NA,20705944,NA
cg25609640,NA,76796279,NA
cg25611243,NA,92617466,NA
cg25612765,19612880,81657147,R
cg25613088,NA,89609346,NA
cg25614364,NA,22757855,NA
cg25615279,NA,82787480,NA
cg25615319,NA,34706929,NA
cg25616055,NA,20745147,NA
cg25616152,NA,51701258,NA
cg25617425,NA,9633472,NA
cg25618106,NA,13704123,NA
cg25620557,45710171,97706988,R
cg25621225,NA,20719570,NA
cg25621619,NA,49767280,NA
cg25622623,67764879,47772532,R
cg25623362,NA,87740180,NA
cg25625146,NA,75738448,NA
cg25625665,NA,90654961,NA
cg25626808,NA,6746405,NA
cg25628588,NA,76618362,NA
cg25630450,NA,27601156,NA
cg25630529,NA,87620109,NA
cg25632522,NA,26664891,NA
cg25633206,NA,44618550,NA
cg25634283,NA,2621111,NA
cg25634661,NA,66664224,NA
cg25635447,NA,78706419,NA
cg25636273,NA,81653953,NA
cg25636395,NA,23796133,NA
cg25636514,NA,86773911,NA
cg25636704,NA,68760566,NA
cg25636721,NA,99805335,NA
cg25636884,NA,69735918,NA
cg25637119,NA,84642380,NA
cg25637862,NA,79618169,NA
cg25638946,NA,42753298,NA
cg25639084,NA,57749173,NA
cg25639785,NA,75737326,NA
cg25639809,NA,43743827,NA
cg25642165,NA,67692205,NA
cg25643003,NA,41808193,NA
cg25643033,NA,5746495,NA
cg25643895,87730100,49707988,G
cg25644033,NA,62702861,NA
cg25646471,NA,73697298,NA
cg25646617,NA,76700169,NA
cg25647160,NA,13657192,NA
cg25649440,NA,94604870,NA
cg25649550,NA,59629549,NA
cg25649680,NA,67670147,NA
cg25649770,NA,60802154,NA
cg25651791,NA,59760108,NA
cg25652461,NA,42639856,NA
cg25653223,NA,41739941,NA
cg25653550,NA,53724156,NA
cg25653943,NA,92680130,NA
cg25653947,NA,99663826,NA
cg25654366,NA,42713935,NA
cg25654577,NA,6614543,NA
cg25655391,NA,9706442,NA
cg25656168,NA,8717176,NA
cg25656918,NA,40749171,NA
cg25657187,NA,26624902,NA
cg25657421,NA,53792529,NA
cg25657834,NA,97652292,NA
cg25657841,NA,5695838,NA
cg25658054,NA,96656420,NA
cg25658543,NA,85692879,NA
cg25658983,NA,81804466,NA
cg25659357,NA,85632530,NA
cg25659625,NA,96697264,NA
cg25660020,NA,71617570,NA
cg25660134,NA,70615859,NA
cg25661234,67790175,87687353,R
cg25661986,NA,60668186,NA
cg25662803,NA,81704315,NA
cg25662907,NA,45798133,NA
cg25664029,NA,26639254,NA
cg25664054,NA,29632954,NA
cg25664402,NA,68623112,NA
cg25665131,NA,94720547,NA
cg25665715,NA,87614181,NA
cg25667123,NA,50642137,NA
cg25667790,NA,75770324,NA
cg25668121,NA,3724253,NA
cg25668722,NA,57653152,NA
cg25668851,NA,31807880,NA
cg25669297,75760125,24679281,R
cg25670404,NA,97629467,NA
cg25670428,NA,61653165,NA
cg25670483,NA,80696552,NA
cg25670583,71723895,45715917,R
cg25671155,NA,63690187,NA
cg25671487,91668326,3771285,G
cg25673593,NA,2677833,NA
cg25673812,NA,61801542,NA
cg25674839,NA,7789820,NA
cg25676350,NA,19689857,NA
cg25678914,NA,90736370,NA
cg25679007,NA,9774551,NA
cg25680010,NA,98721125,NA
cg25682014,NA,38646149,NA
cg25682023,NA,69743575,NA
cg25682293,NA,3808835,NA
cg25682618,NA,42626140,NA
cg25682659,NA,98744526,NA
cg25682789,NA,74734900,NA
cg25683012,NA,63767930,NA
cg25683989,NA,68626958,NA
cg25685053,NA,98739577,NA
cg25685565,NA,71695288,NA
cg25686395,NA,5682526,NA
cg25686785,NA,51647249,NA
cg25687304,58805554,9620520,R
cg25687751,NA,13683848,NA
cg25688663,NA,23662911,NA
cg25690358,NA,40631279,NA
cg25691921,NA,51747267,NA
cg25692667,NA,88761178,NA
cg25693194,NA,76764538,NA
cg25693396,NA,65602255,NA
cg25693997,NA,90627834,NA
cg25694058,NA,64796528,NA
cg25694286,86637380,44790190,G
cg25696171,NA,5700587,NA
cg25696242,NA,86804859,NA
cg25696367,NA,9748465,NA
cg25697669,NA,41797273,NA
cg25697678,NA,71794203,NA
cg25697838,NA,28724185,NA
cg25699220,NA,18614100,NA
cg25699407,NA,87725355,NA
cg25699563,NA,8784943,NA
cg25700703,NA,17659880,NA
cg25700754,NA,52711258,NA
